стимул,лемма,частота,часть речи стимула,часть речи ассоциации,st_arousal,st_dominance,st_valence,st_abstract,ass_arousal,ass_dominance,ass_valence,ass_abstract,RuWordNet,общая ЛСГ,FB_точные примеры,Dice Score,Delta P,PMI,Wu Palmer,косинусное сходство_Sentence‑BERT,тип связи;;
автомобиль,большой,2,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.470588235294118,3.205882352941177,3.7906976744186,2.774193548387097,, , ,0.003116883116883117,0.003225094636392931,1.077783064980018,0.0,0.4824857115745544,синтагматический;;
автомобиль,дверь,2,S,S,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.137931034482758,3.172413793103448,3.315217391304345,1.95,, , ,0.002542911633820725,0.001894453850688308,0.8988380582135851,0.5,0.4692627191543579,тематический;;
автомобиль,ездить,2,S,V,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.588235294117647,3.147058823529412,3.36,2.466666666666667,, , ,0.02,0.01019396517195753,8.979655585821913,0.0,0.6753643751144409,синтагматический / тематический;;
автомобиль,работа,2,S,S,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,4.212121212121212,2.757575757575758,3.5,2.425,, , ,0.001805869074492099,0.0005955002973826533,0.2272749392690185,0.1818181818181818,0.3962035477161407,тематический;;
автомобиль,серый,2,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,1.766666666666667,2.3,2.74468085106383,2.1,, , ,0.01824817518248175,0.01009684714928048,6.443602685581703,0.0,0.5586963295936584,синтагматический;;
автомобиль,синий,2,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.033333333333333,3.333333333333333,3.85,2.266666666666667,, , ,0.0131578947368421,0.009667909215790135,4.224768083658444,0.0,0.4634510278701782,синтагматический;;
автомобиль,спортивный,2,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.794117647058823,3.764705882352941,4.07,2.433333333333333,, , ,0.0136518771331058,0.007977122429324754,5.394693085100756,0.0,0.4265902638435364,синтагматический;;
автомобиль,возможность,1,S,S,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,4.066666666666666,4.133333333333334,4.267441860465115,3.225,, , ,0.002820874471086037,0.001599738640205639,2.204868526220739,0.1428571428571428,0.4976431727409363,парадигматический;;
автомобиль,китайский,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,2.517241379310345,2.931034482758621,3.2,2.233333333333333,, , ,0.01915708812260536,0.01014945274489721,7.301583680709275,0.0,0.2922207713127136,синтагматический;;
автомобиль,красивый,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,4.033333333333333,4.3,4.767441860465115,2.966666666666667,, , ,0.00303951367781155,0.002414439930438391,1.289657614402467,0.0,0.4669616222381592,синтагматический;;
автомобиль,личный,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.733333333333333,3.933333333333333,3.87755102040816,2.766666666666667,, , ,0.05679012345679012,0.04633785774488978,6.181289446991562,0.0,0.4968222975730896,коллокативный / синтагматический;;
автомобиль,номер,1,S,S,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,2.266666666666667,2.6,3.29,2.35,, , ,0.005499541704857928,0.004912520280406819,2.333396905831883,0.2666666666666667,0.4822312891483307,тематический;;
автомобиль,отечественный,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,2.515151515151515,3.484848484848485,3.978723404255315,2.766666666666667,, , ,0.1287878787878788,0.0693796619334844,9.819190913628667,0.0,0.6199405193328857,синтагматический;;
автомобиль,свобода,1,S,S,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,4.0625,4.21875,4.715384615384615,4.166666666666667,, , ,0.002994011976047904,0.00168269361790896,2.503922154855514,0.0,0.4160124063491821,не определена;;
автомобиль,семейный,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.516129032258065,3.806451612903226,4.470000000000001,2.566666666666667,, , ,0.006825938566552901,0.003891443191985319,4.394693085100756,0.0,0.3432242274284363,синтагматический;;
автомобиль,собственный,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.46875,3.75,4.25,2.833333333333333,, , ,0.04577464788732395,0.02639909825585611,7.394693085100756,0.0,0.4948338270187378,синтагматический;;
автомобиль,старый,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,2.366666666666667,2.1,2.51162790697674,2.733333333333333,, , ,0.004188481675392671,0.003144848392655433,2.118568679826518,0.0,0.4362518787384033,синтагматический;;
автомобиль,стоять,1,S,V,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.34375,3.21875,3.326086956521735,2.290322580645161,, , ,0.002506265664160401,0.001419665639825261,1.712869045127011,0.0,0.5804474949836731,синтагматический;;
автомобиль,хороший,1,S,A,3.103448275862069,2.96551724137931,4.029999999999999,1.511627906976744,3.766666666666667,3.3,4.77272727272727,3.419354838709677,, , ,0.001023541453428864,-0.0009192600729805603,-0.5360442524621303,0.0,0.4878355860710144,синтагматический;;
автор,книга,153,S,S,2.142857142857143,4.5,3.8,1.735849056603774,2.647058823529412,4.058823529411764,4.527777777777775,1.775,, , ,0.1567895473635091,0.341253671845765,6.685258108345777,0.3076923076923077,0.9126683473587036,тематический;;
"автор,писатель,57,S,S,2.142857142857143,4.5,3.8,1.735849056603774,3.166666666666667,3.1,3.98,1.854166666666667,гипоним,""предметные имена: nomina agentis, предметные имена: лица"", ,0.2402159244264507,0.1820452306122464,8.478296043533684,0.9230769230769231,0.852704644203186,парадигматический / тематический";;
автор,поэт,14,S,S,2.142857142857143,4.5,3.8,1.735849056603774,3.878787878787879,3.363636363636364,4.029999999999999,2.162790697674418,,предметные имена: лица, ,0.05714285714285714,0.04059513603864751,6.579563827585759,0.8571428571428571,0.7267857789993286,тематический / парадигматический;;
