стимул,количество связей,взвешенная степень,центральность по степени,степень посредничества,степень близости
солдат,3,0.06659118080546976,0.006410256410256411,2.745291824520946e-05,0.006837606837606838
европейский,3,0.0617536048560362,0.006410256410256411,0.0001555665367228536,0.01017501017501017
сидеть,3,0.1552748247496246,0.006410256410256411,7.320778198722524e-05,0.008241758241758242
улыбаться,3,0.1399615678187344,0.006410256410256411,0.0,0.01019238214360165
завод,3,0.07048773163831923,0.006410256410256411,4.575486374201577e-05,0.009518259518259518
ездить,3,0.1007397173533571,0.006410256410256411,0.0,0.01239497320005795
производственный,3,0.07610228775809473,0.006410256410256411,0.0,0.009518259518259518
встречаться,3,0.09104387153955992,0.006410256410256411,0.001647175094712568,0.01772856772856773
измениться,3,0.08467173718109373,0.006410256410256411,2.745291824520946e-05,0.00641025641025641
интерес,3,0.06253287422829515,0.006410256410256411,7.320778198722524e-05,0.009109311740890687
попытаться,3,0.07591830373887173,0.006410256410256411,8.235875473562839e-05,0.007692307692307692
сыграть,3,0.09867963481701128,0.006410256410256411,1.830194549680631e-05,0.00641025641025641
лесной,3,0.09519057766000696,0.006410256410256411,7.320778198722524e-05,0.007631257631257632
пустой,2,0.03320296997830173,0.004273504273504274,9.150972748403155e-06,0.004273504273504274
цвет,2,0.03343628974644658,0.004273504273504274,0.0,0.004884004884004884
традиционный,2,0.03338454494949764,0.004273504273504274,9.150972748403155e-05,0.00891541408782788
отдать,2,0.04621543747913778,0.004273504273504274,0.000118962645729241,0.01131901131901132
начаться,2,0.0403440782801842,0.004273504273504274,0.0,0.004273504273504274
стол,2,0.03805511934698938,0.004273504273504274,0.0,0.005698005698005698
принести,2,0.03814266025161546,0.004273504273504274,2.745291824520946e-05,0.004884004884004884
мертвый,2,0.05819089368375659,0.004273504273504274,0.0,0.004807692307692308
играть,2,0.08675000381710918,0.004273504273504274,0.0,0.004807692307692308
игра,2,0.05637589488171904,0.004273504273504274,0.0,0.004807692307692308
слушать,2,0.04116233464014052,0.004273504273504274,1.830194549680631e-05,0.004807692307692308
слышать,2,0.03510756003169369,0.004273504273504274,1.830194549680631e-05,0.004807692307692308
божий,2,0.03728238650358556,0.004273504273504274,9.150972748403155e-05,0.006803868645973909
спрашивать,2,0.03957571144271556,0.004273504273504274,9.150972748403155e-06,0.004273504273504274
железный,2,0.04200400137223167,0.004273504273504274,1.830194549680631e-05,0.004807692307692308
поставить,2,0.09318382763923425,0.004273504273504274,0.0,0.004273504273504274
