стимул,количество связей,взвешенная степень,центральность по степени,степень посредничества,степень близости
провести,1,0.01604815250574016,0.002136752136752137,0.0,0.002136752136752137
погибнуть,1,0.03156927571395594,0.002136752136752137,0.0,0.003846153846153846
испытывать,1,0.01820043482032283,0.002136752136752137,0.0,0.003846153846153846
участие,1,0.04133098116503941,0.002136752136752137,0.0,0.002136752136752137
вернуться,1,0.03413654618473896,0.002136752136752137,0.0,0.002136752136752137
повод,1,0.01710265031368821,0.002136752136752137,0.0,0.002136752136752137
заметить,1,0.03346862868940649,0.002136752136752137,0.0,0.002136752136752137
крикнуть,1,0.02944346041886953,0.002136752136752137,0.0,0.002136752136752137
покупать,1,0.01632707463045878,0.002136752136752137,0.0,0.002136752136752137
рынок,1,0.01942740286298569,0.002136752136752137,0.0,0.002136752136752137
бить,1,0.02407222875861024,0.002136752136752137,0.0,0.002136752136752137
желать,1,0.01713713160353192,0.002136752136752137,0.0,0.002136752136752137
программа,1,0.01705116203734892,0.002136752136752137,0.0,0.005064893953782843
называть,1,0.03209630501148032,0.002136752136752137,0.0,0.00641025641025641
изменение,1,0.03535360749646683,0.002136752136752137,0.0,0.003846153846153846
северный,1,0.08366952488783232,0.002136752136752137,0.0,0.007913896802785692
армия,1,0.01626100232904333,0.002136752136752137,0.0,0.004273504273504274
мужской,1,0.01611286306060776,0.002136752136752137,0.0,0.002136752136752137
вырасти,1,0.04518081398053968,0.002136752136752137,0.0,0.003205128205128205
принимать,1,0.01807228915662651,0.002136752136752137,0.0,0.002136752136752137
роль,1,0.02215518670833568,0.002136752136752137,0.0,0.01360773729194782
состоять,1,0.03448304237568765,0.002136752136752137,0.0,0.003205128205128205
старший,1,0.02984448987655394,0.002136752136752137,0.0,0.002136752136752137
казаться,1,0.01612906503861828,0.002136752136752137,0.0,0.00966530873072929
занимать,1,0.01905718110056644,0.002136752136752137,0.0,0.009971509971509971
использовать,1,0.04116474162671393,0.002136752136752137,0.0,0.002136752136752137
экзамен,1,0.02018164498735345,0.002136752136752137,0.0,0.002136752136752137
региональный,1,0.01810898182317451,0.002136752136752137,0.0,0.002136752136752137
девочка,1,0.02558854973948222,0.002136752136752137,0.0,0.002136752136752137
старый,1,0.02022369785697524,0.002136752136752137,0.0,0.002136752136752137
хватать,1,0.01805417156895768,0.002136752136752137,0.0,0.00910442214790041
материал,1,0.01968997552831003,0.002136752136752137,0.0,0.003205128205128205
значительный,1,0.01917279701113031,0.002136752136752137,0.0,0.002136752136752137
врач,1,0.04918043112671903,0.002136752136752137,0.0,0.002136752136752137
выпить,1,0.03276089528129894,0.002136752136752137,0.0,0.002136752136752137
пить,1,0.03276089528129894,0.002136752136752137,0.0,0.002136752136752137
принять,1,0.01807228915662651,0.002136752136752137,0.0,0.002136752136752137
лететь,1,0.01710275417351929,0.002136752136752137,0.0,0.01360773729194782
повторять,1,0.0492462560270036,0.002136752136752137,0.0,0.002136752136752137
стоять,1,0.0200601906321752,0.002136752136752137,0.0,0.002849002849002849
нести,1,0.01603209632112405,0.002136752136752137,0.0,0.003418803418803419
стремиться,1,0.02215509683347503,0.002136752136752137,0.0,0.003846153846153846
написать,1,0.02735676045104093,0.002136752136752137,0.0,0.002136752136752137
ответить,1,0.04112339079595916,0.002136752136752137,0.0,0.002849002849002849
рассказывать,1,0.02402403606010519,0.002136752136752137,0.0,0.002136752136752137
договориться,1,0.02381279040830142,0.002136752136752137,0.0,0.01266326266326266
машина,1,0.06788529445258307,0.002136752136752137,0.0,0.002136752136752137
культурный,1,0.0202020202020202,0.002136752136752137,0.0,0.002136752136752137
работать,1,0.0231388798361664,0.002136752136752137,0.0,0.004524886877828055
писать,1,0.02735676045104093,0.002136752136752137,0.0,0.002136752136752137
послушать,1,0.02414530909756601,0.002136752136752137,0.0,0.003205128205128205
услышать,1,0.01809053448911918,0.002136752136752137,0.0,0.003205128205128205
нравиться,1,0.01812689740920685,0.002136752136752137,0.0,0.002136752136752137
объяснять,1,0.03313259691906243,0.002136752136752137,0.0,0.002136752136752137
пригласить,1,0.02219989990619761,0.002136752136752137,0.0,0.002849002849002849
удивиться,1,0.0202020202020202,0.002136752136752137,0.0,0.002136752136752137
деревянный,1,0.01901902854758327,0.002136752136752137,0.0,0.003205128205128205
существенный,1,0.01917279701113031,0.002136752136752137,0.0,0.002136752136752137
прислать,1,0.02318590797972556,0.002136752136752137,0.0,0.002849002849002849
составить,1,0.03118712273641851,0.002136752136752137,0.0,0.002136752136752137
составлять,1,0.03118712273641851,0.002136752136752137,0.0,0.002136752136752137
большой,1,0.01603206412825651,0.002136752136752137,0.0,0.002136752136752137
летний,1,0.01805417156895768,0.002136752136752137,0.0,0.009686137997396276
уголовный,1,0.01809053448911918,0.002136752136752137,0.0,0.002136752136752137
торговый,1,0.01713723609282122,0.002136752136752137,0.0,0.002136752136752137
доктор,1,0.04918043112671903,0.002136752136752137,0.0,0.002136752136752137
задний,1,0.07378924019182687,0.002136752136752137,0.0,0.002136752136752137
область,1,0.02808437989997638,0.002136752136752137,0.0,0.003205128205128205
путь,1,0.01706830750375943,0.002136752136752137,0.0,0.002136752136752137
удар,1,0.02407222875861024,0.002136752136752137,0.0,0.002136752136752137
говорить,1,0.02710848838832381,0.002136752136752137,0.0,0.01218839031339031
голос,1,0.01905718110056644,0.002136752136752137,0.0,0.004144004144004144
замечать,1,0.03346862868940649,0.002136752136752137,0.0,0.002136752136752137
понимать,1,0.02112680332867367,0.002136752136752137,0.0,0.002136752136752137
широкий,1,0.02404809619238477,0.002136752136752137,0.0,0.003798670465337132
дорога,1,0.01706830750375943,0.002136752136752137,0.0,0.002136752136752137
проводить,1,0.01604815250574016,0.002136752136752137,0.0,0.002136752136752137
возвращаться,1,0.03413654618473896,0.002136752136752137,0.0,0.002136752136752137
государственный,1,0.02016145422684849,0.002136752136752137,0.0,0.002136752136752137
целый,1,0.01720774701630197,0.002136752136752137,0.0,0.002136752136752137
согласный,1,0.02990326420300439,0.002136752136752137,0.0,0.01266326266326266
государство,1,0.01805417156895768,0.002136752136752137,0.0,0.002849002849002849
комната,1,0.01635995240896766,0.002136752136752137,0.0,0.002136752136752137
отец,1,0.01851855772023515,0.002136752136752137,0.0,0.002136752136752137
здоровый,1,0.03521155271018678,0.002136752136752137,0.0,0.002136752136752137
российский,1,0.01611286306060776,0.002136752136752137,0.0,0.002136752136752137
господин,1,0.02102103155259204,0.002136752136752137,0.0,0.002136752136752137
палец,1,0.02254103093307956,0.002136752136752137,0.0,0.005494505494505494
следовать,1,0.0241207126521589,0.002136752136752137,0.0,0.004524886877828055
причина,1,0.01710265031368821,0.002136752136752137,0.0,0.002136752136752137
пройти,1,0.07128528428040705,0.002136752136752137,0.0,0.002136752136752137
крупный,1,0.01603206412825651,0.002136752136752137,0.0,0.002136752136752137
редкий,1,0.01809046139767479,0.002136752136752137,0.0,0.002136752136752137
роман,1,0.01722498061803358,0.002136752136752137,0.0,0.002849002849002849
город,1,0.04120621744743812,0.002136752136752137,0.0,0.003205128205128205
повторить,1,0.0492462560270036,0.002136752136752137,0.0,0.002136752136752137
папа,1,0.01851855772023515,0.002136752136752137,0.0,0.002136752136752137
держаться,1,0.04233905387638183,0.002136752136752137,0.0,0.00910442214790041
вечер,1,0.018,0.002136752136752137,0.0,0.002136752136752137
ночь,1,0.018,0.002136752136752137,0.0,0.002136752136752137
замечательный,1,0.01609661205994185,0.002136752136752137,0.0,0.002849002849002849
технический,1,0.02424247371186296,0.002136752136752137,0.0,0.002136752136752137
активный,1,0.03521155271018678,0.002136752136752137,0.0,0.002136752136752137
имя,1,0.03112456074214956,0.002136752136752137,0.0,0.002136752136752137
использование,1,0.04116474162671393,0.002136752136752137,0.0,0.002136752136752137
массовый,1,0.02424247371186296,0.002136752136752137,0.0,0.002136752136752137
международный,1,0.0171198475531398,0.002136752136752137,0.0,0.002136752136752137
политика,1,0.02010059387679908,0.002136752136752137,0.0,0.002849002849002849
суд,1,0.02208835341365462,0.002136752136752137,0.0,0.002136752136752137
экономика,1,0.0171198475531398,0.002136752136752137,0.0,0.002136752136752137
автомобиль,1,0.06788529445258307,0.002136752136752137,0.0,0.002136752136752137
приехать,1,0.01705116203734892,0.002136752136752137,0.0,0.01099704389178073
журнал,1,0.01952724566758324,0.002136752136752137,0.0,0.002849002849002849
товарищ,1,0.04471877258839237,0.002136752136752137,0.0,0.004273504273504274
знаменитый,1,0.01913402488447172,0.002136752136752137,0.0,0.002136752136752137
рисунок,1,0.02404809619238477,0.002136752136752137,0.0,0.002849002849002849
левый,1,0.01909571848992503,0.002136752136752137,0.0,0.002136752136752137
оставить,1,0.04233879572637298,0.002136752136752137,0.0,0.002136752136752137
оставлять,1,0.04233879572637298,0.002136752136752137,0.0,0.002136752136752137
младший,1,0.02984448987655394,0.002136752136752137,0.0,0.002136752136752137
полный,1,0.01715481747256157,0.002136752136752137,0.0,0.002849002849002849
